product_id,product_name,brand,category,current_url,new_proteinlab_url,affiliate_link_id,channel_id,status,notes
greekday-signature-yuja-100,그릭데이 시그니처 유자 100g,그릭데이,yogurt,https://www.coupang.com/vp/products/8778213677?itemId=25691946275&vendorItemId=92681114018&q=그릭데이%20시그니처%20유자%20100g&searchId=7d6a64fd4558119&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvhxrr,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greenbia-proteinmeal-active-almond-walnut-250,프로틴밀 액티브 (아몬드&호두),그린비아,drink,https://link.coupang.com/a/e8NNfGEGCi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greenbia-proteinmeal-active-choco-250,프로틴밀 액티브 (초콜릿),그린비아,drink,https://link.coupang.com/a/e8NMGCWd0C,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hamsoa-minions-proteinact-choco-330,미니언즈 프로틴액트 (초콜릿),함소아제약,drink,https://link.coupang.com/a/e8OgPckiOc,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
harim-chicken-protein-savory-240,닭가슴살 프로틴 (고소한맛),하림,drink,https://link.coupang.com/a/e8MEah671E,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
himnaego-protein-bar-dark-chocolate-50,단백질바 (다크 초콜릿),힘내고,bar,https://www.coupang.com/vp/products/7714630927?itemId=20688361215&vendorItemId=87999990294&q=%ED%9E%98%EB%82%B4%EA%B3%A0+%EB%8B%A8%EC%A7%88%EB%B0%94+%28%EB%8B%A4%ED%81%AC+%EC%B4%88%EC%BD%9C%EB%A6%BF%29&searchId=c449fd41844298&sourceType=search&itemsCount=36&searchRank=15&rank=15&traceId=mmylluzq,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hyindam-ttukttak-shake-choco-protein-60,뚝딱쉐이크 (초코프로틴),혜인담,shake,https://link.coupang.com/a/fg0Fy0UMlU,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hyindam-ttukttak-shake-original-60,뚝딱쉐이크 (오리지널),혜인담,shake,https://link.coupang.com/a/fg0zXcoCWG,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hyindam-ttukttak-shake-ppong-latte-50,뚝딱쉐이크 (퐁라떼맛),혜인담,shake,https://link.coupang.com/a/fg0F6DdMHY,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hyindam-ttukttak-shake-seoritae-60,뚝딱쉐이크 (서리태),혜인담,shake,https://link.coupang.com/a/fg0EQi5NbU,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-activebar-nuts,액티브바 (넛츠),하이뮨,bar,https://link.coupang.com/a/fg2cJ4hoZg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-banana-250,프로틴 밸런스 액티브 (바나나),하이뮨,drink,https://link.coupang.com/a/e8NQXQ2KFE,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-cookie-cream-250,프로틴 밸런스 액티브 (쿠키앤크림),하이뮨,drink,https://link.coupang.com/a/e8N2oc3tTM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-darkchoco-330,프로틴 밸런스 액티브 (다크초코),하이뮨,drink,https://link.coupang.com/a/e8MZdFDFvg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-deepchoco-250,프로틴 밸런스 액티브 (딥초코),하이뮨,drink,https://link.coupang.com/a/e8MW0aWHVA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-double-shot-coffee-250,프로틴 밸런스 액티브 (더블샷 커피),하이뮨,drink,https://link.coupang.com/a/e8Nce1m3BQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-milkshake-deepchoco-250,프로틴 밸런스 액티브 (밀크쉐이크),하이뮨,drink,https://link.coupang.com/a/e8MVlhWS1Q,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-night-tiramisu-zero-250,프로틴 밸런스 액티브 (밤티라미수),하이뮨,drink,https://link.coupang.com/a/e8NagPSQsm,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-original-250,프로틴 밸런스 액티브 (오리지널),하이뮨,drink,https://link.coupang.com/a/e8NY4Oy9YW,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-plant-protein-250,프로틴 밸런스 액티브 (식물성 단백질),하이뮨,drink,https://link.coupang.com/a/e8NsswvP5w,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-strawberry-250,프로틴 밸런스 액티브 (딸기),하이뮨,drink,https://link.coupang.com/a/e8N6jH4Nrw,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-balance-active-vanilla-bonbon-zero-250,프로틴 밸런스 액티브 (바닐라봉봉),하이뮨,drink,https://link.coupang.com/a/e8NbnRyykK,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-190,프로틴 밸런스 (오리지널),하이뮨,drink,https://link.coupang.com/a/e8Ojnox1Q4,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-bar,프로틴밸런스 단백질바,하이뮨,bar,https://link.coupang.com/a/fg2EKN2Ykm,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-black-sesame-190,프로틴 밸런스 (흑임자),하이뮨,drink,https://link.coupang.com/a/e8OliFJOpM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-choco-190,프로틴 밸런스 (초콜릿),하이뮨,drink,https://link.coupang.com/a/e8N8qMKNWe,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-lowsugar-190,프로틴 밸런스 (저당),하이뮨,drink,https://link.coupang.com/a/e8N09qfy5A,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-plant-highprotein-190,프로틴 밸런스 (식물성 고단백),하이뮨,drink,https://link.coupang.com/a/e8NrCG2wiO,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-protein-balance-plus-190,프로틴 밸런스 (플러스),하이뮨,drink,https://link.coupang.com/a/e8OmBEPL2G,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
hymune-ultra-400,하이뮨 울트라,하이뮨,drink,https://link.coupang.com/a/e8M0byZ67g,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-banana-40,단백질 쉐이크 (바나나),잇더핏,shake,https://link.coupang.com/a/fg0Mny6Gqq,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-black-sesame-40,단백질 쉐이크 (흑임자),잇더핏,shake,https://link.coupang.com/a/fg0kruMYKq,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-cafe-latte-40,단백질 쉐이크 (카페라떼),잇더핏,shake,https://link.coupang.com/a/fg0egqxKqi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-cookie-cream-40,단백질 쉐이크 (쿠키앤크림),잇더핏,shake,https://link.coupang.com/a/fg0eWBfHTo,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-corn-40,단백질 쉐이크 (옥수수),잇더핏,shake,https://link.coupang.com/a/fg0nJGCFZQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-double-choco-40,단백질 쉐이크 (더블초코),잇더핏,shake,https://link.coupang.com/a/fgZ6z4vTJA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-goguma-40,단백질 쉐이크 (고구마),잇더핏,shake,https://link.coupang.com/a/fg0mtHrYzc,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-green-tea-latte-40,단백질 쉐이크 (녹차라떼),잇더핏,shake,https://link.coupang.com/a/fg0wtSetmm,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
itthefit-proteinshake-misugaru-40,단백질 쉐이크 (미숫가루),잇더핏,shake,https://link.coupang.com/a/fg0m4YjUf6,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kellogg-protein-granolabar-savory,프로틴 그래놀라바 (고소한맛),켈로그,bar,,,,proteinlab,PENDING,No existing Coupang URL. Enter a newly issued ProteinLab link.
kellogg-proteinbark-caramel-nuts,프로틴바K (카라멜&넛),켈로그,bar,https://link.coupang.com/a/fg2yp1YmTk,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kellogg-proteinbark-hazelnut-darkchoco,프로틴바K (헤이즐넛&다크초코),켈로그,bar,https://link.coupang.com/a/fg2yp1YmTk,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kellogg-proteinbark-nuts,프로틴바K (견과),켈로그,bar,https://link.coupang.com/a/fg2vSunljo,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kirkland-greek-plain-907,커클랜드 그릭요거트 플레인 907g,커클랜드,yogurt,https://www.coupang.com/vp/products/249357928?itemId=27274528793&vendorItemId=94241241790&q=%EC%BB%A4%ED%81%B4%EB%9E%9C%EB%93%9C+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%ED%94%8C%EB%A0%88%EC%9D%B8+907g&searchId=3cb3be2510324097&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mnpsedw1,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kirkland-proteinbar-choco-brownie,프로틴바 초콜릿 브라우니,커클랜드,bar,https://link.coupang.com/a/fg1Lfdn0z6,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kirkland-proteinbar-choco-chip-cookie-dough-60,프로틴바 초코칩 쿠키도우,커클랜드,bar,https://link.coupang.com/a/fg1LOeuvnM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-black-sesame-40,단백질 쉐이크 고단저당 (흑임자),꼬박꼬밥,shake,https://link.coupang.com/a/fg0imqpzJA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-choco-40,단백질 쉐이크 고단저당 (초코),꼬박꼬밥,shake,https://link.coupang.com/a/fg0fwSmqdM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-coffee-40,단백질 쉐이크 고단저당 (커피),꼬박꼬밥,shake,https://link.coupang.com/a/fg0gc3KUWy,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-jeju-matcha-40,단백질 쉐이크 고단저당 (제주 말차),꼬박꼬밥,shake,https://link.coupang.com/a/fg0g2prRQa,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-misugaru-40,단백질 쉐이크 고단저당 (미숫가루),꼬박꼬밥,shake,https://link.coupang.com/a/fg0i47VrZR,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
kkobak-kobab-high-protein-low-sugar-sweet-corn-40,단백질 쉐이크 고단저당 (스윗콘),꼬박꼬밥,shake,https://link.coupang.com/a/fg0hIgZXd6,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-cookiebar-blackcookie-35,단백쿠키바 블랙쿠키,랩노쉬,bar,https://link.coupang.com/a/fg2qdoyDpQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-cookiebar-cookie-cream-35,단백쿠키바 쿠키앤크림,랩노쉬,bar,https://link.coupang.com/a/fg2rPsrAhU,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-cookiebar-milktea-35,단백쿠키바 밀크티,랩노쉬,bar,https://link.coupang.com/a/fg2ra3wwpg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-cookiebar-peanutbutter-35,단백쿠키바 피넛버터,랩노쉬,bar,https://link.coupang.com/a/fg2swO2kYS,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-foodbar-mildchoco,푸드바 마일드 초코,랩노쉬,bar,,,,proteinlab,PENDING,No existing Coupang URL. Enter a newly issued ProteinLab link.
labnosh-protein-banana-350,프로틴 드링크 (바나나),랩노쉬,drink,https://link.coupang.com/a/e8OcVmEF6i,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-cacao-350,프로틴 드링크 (카카오),랩노쉬,drink,https://link.coupang.com/a/e8N9r5TH4K,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-cookie-cream-350,프로틴 드링크 (쿠키앤크림),랩노쉬,drink,https://link.coupang.com/a/e8OdrSzRSu,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-latte-350,프로틴 드링크 (라떼),랩노쉬,drink,https://link.coupang.com/a/e8N22hmvMO,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-max-choco-400,프로틴 드링크 맥스 (초코),랩노쉬,drink,https://link.coupang.com/a/e8MFh5asjA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-max-strawberry-400,프로틴 드링크 맥스 (딸기),랩노쉬,drink,https://link.coupang.com/a/e8MF9zHF5o,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-melon-350,프로틴 드링크 (메론),랩노쉬,drink,https://www.coupang.com/vp/products/7977620460?itemId=22122632755&vendorItemId=90043603950&q=프로틴%20프로틴%20드링크%20(메론)&searchId=6e5e3ccf3398578&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybdfxa,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-perfect-banana-350,프로틴 드링크 퍼펙트 (바나나),랩노쉬,drink,https://link.coupang.com/a/e8Ofu8wiqW,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-perfect-choco-350,프로틴 드링크 퍼펙트 (초코),랩노쉬,drink,https://link.coupang.com/a/e8Oe0kbS2K,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-perfect-cookie-cream-350,프로틴 드링크 퍼펙트 (쿠키앤크림),랩노쉬,drink,https://link.coupang.com/a/e8OoVi1N9M,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-perfect-grain-350,프로틴 드링크 퍼펙트 (그레인),랩노쉬,drink,https://link.coupang.com/a/e8OerXAKIu,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-protein-strawberry-350,프로틴 드링크 (스트로베리),랩노쉬,drink,https://www.coupang.com/vp/products/9425699091?itemId=28018418017&vendorItemId=94975681252,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-double-choco-45,슬림쉐이크 (더블초코),랩노쉬,shake,https://link.coupang.com/a/fgZMPP3Et2,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-earl-grey-milk-tea-45,슬림쉐이크 (얼그레이밀크티),랩노쉬,shake,https://link.coupang.com/a/fg0vbjbQlg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-goguma-45,슬림쉐이크 (고구마),랩노쉬,shake,https://link.coupang.com/a/fgZXZyILNQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-injeolmi-45,슬림쉐이크 (인절미),랩노쉬,shake,https://link.coupang.com/a/fgZQti2ibY,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-jeju-matcha-45,슬림쉐이크 (제주말차),랩노쉬,shake,https://link.coupang.com/a/fgZ0iQPxWS,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-roasting-black-sesame-45,슬림쉐이크 (로스팅흑임자),랩노쉬,shake,https://link.coupang.com/a/fg0b6GYRdQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-strawberry-banana-45,슬림쉐이크 (딸기바나나),랩노쉬,shake,https://link.coupang.com/a/fg0bxmGGse,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-strawberry-cookie-crumble-45,슬림쉐이크 (딸기쿠키크럼블),랩노쉬,shake,https://link.coupang.com/a/fg0ufOi7wG,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
labnosh-slimshake-super-sweet-corn-45,슬림쉐이크 (초당옥수수),랩노쉬,shake,https://link.coupang.com/a/fg0vUuOH92,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookat-proteinshake-choco-hazelnut-45,단백질 쉐이크 (초코헤이즐넛),룩트,shake,https://link.coupang.com/a/fg0yGxa2F2,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookat-proteinshake-cinnamon-pecan-45,단백질 쉐이크 (시나몬피칸),룩트,shake,https://link.coupang.com/a/fg0x1jUtZA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookat-proteinshake-roasted-soy-soboro-45,단백질 쉐이크 (볶음콩소보로),룩트,shake,https://link.coupang.com/a/fg0w2rgb3k,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookt-icelandic-mild-100,룩트 아이슬란딕 요거트 마일드 100g,룩트,yogurt,https://www.coupang.com/vp/products/6970727970?itemId=12021463794&vendorItemId=79293779379&q=%EB%A3%A9%ED%8A%B8+%EC%95%84%EC%9D%B4%EC%8A%AC%EB%9E%80%EB%94%95+%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%A7%88%EC%9D%BC%EB%93%9C+100g&searchId=bac3f9a54820576&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvpglx,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookt-icelandic-mild-450,룩트 아이슬란딕 요거트 마일드 450g,룩트,yogurt,https://www.coupang.com/vp/products/6970727970?itemId=17002046702&vendorItemId=84178011603&q=%EB%A3%A9%ED%8A%B8+%EC%95%84%EC%9D%B4%EC%8A%AC%EB%9E%80%EB%94%95+%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%A7%88%EC%9D%BC%EB%93%9C+450g&searchId=979f614c2716210&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvpyqr,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookt-icelandic-thick-100,룩트 아이슬란딕 요거트 띠크 100g,룩트,yogurt,https://www.coupang.com/vp/products/6168224572?itemId=12021463814&vendorItemId=79293779405&pickType=COU_PICK&q=룩트%20아이슬란딕%20요거트%20띠크%20100g&searchId=a30493bd2581833&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvpqeq,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lookt-icelandic-thick-450,룩트 아이슬란딕 요거트 띠크 450g,룩트,yogurt,https://www.coupang.com/vp/products/6168224572?itemId=17002047120&vendorItemId=84178012869&pickType=COU_PICK&sourceType=srp_product_ads&clickEventId=e3d316e0-2458-11f1-974c-08ece94d0dc0&korePlacement=15&koreSubPlacement=1&clickEventId=e3d316e0-2458-11f1-974c-08ece94d0dc0&korePlacement=15&koreSubPlacement=1&traceId=mmyvq7rv,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lottewellfood-easyprotein-energy-bar,이지프로틴 에너지단백질바,롯데웰푸드,bar,https://link.coupang.com/a/fg2D9gXEDk,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
lottewellfood-easyprotein-highprotein-crispy,이지프로틴 고단백질바 (크리스피),롯데웰푸드,bar,https://link.coupang.com/a/fg2Dx7tij6,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-delight-banana-80,매일 바이오 그릭요거트 Delight 바나나 80g,매일 바이오,yogurt,https://www.coupang.com/vp/products/8705370880?itemId=25288980987&vendorItemId=92284450185&pickType=COU_PICK&q=%EB%A7%A4%EC%9D%BC+%EB%B0%94%EC%9D%B4%EC%98%A4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+Delight+%EB%B0%94%EB%82%98%EB%82%98+80g&searchId=66d47f8e2640493&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvkg18,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-drink-banana-190,매일 바이오 그릭요거트 Drink 바나나 190mL,매일 바이오,yogurt,https://www.coupang.com/vp/products/8713507821?itemId=26321435417&vendorItemId=94493433957&q=%EB%A7%A4%EC%9D%BC+%EB%B0%94%EC%9D%B4%EC%98%A4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+Drink+%EB%B0%94%EB%82%98%EB%82%98+190mL&searchId=c2ba98724582587&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mmyvmccp,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-drink-banana-710,매일 바이오 그릭요거트 Drink 바나나 710mL,매일 바이오,yogurt,https://www.coupang.com/vp/products/8700604294?itemId=25265378481&vendorItemId=92261189320&q=%EB%A7%A4%EC%9D%BC+%EB%B0%94%EC%9D%B4%EC%98%A4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+Drink+%EB%B0%94%EB%82%98%EB%82%98+710mL&searchId=0a74e16b4605105&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvodf9,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-drink-plain-190,매일 바이오 그릭요거트 Drink 플레인 190mL,매일 바이오,yogurt,https://www.coupang.com/vp/products/8700623501?itemId=25312670423&vendorItemId=92307757067&pickType=COU_PICK&q=매일%20바이오%20그릭요거트%20Drink%20플레인%20190mL&searchId=8ae5a8e83490693&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmyvm06x,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-drink-plain-710,매일 바이오 그릭요거트 Drink 플레인 710mL,매일 바이오,yogurt,https://www.coupang.com/vp/products/8700623491?itemId=25312670392&vendorItemId=92307757040&pickType=COU_PICK&q=%EB%A7%A4%EC%9D%BC%20%EB%B0%94%EC%9D%B4%EC%98%A4%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%20Drink%20%EB%AC%B4%EA%B0%80%EB%8B%B9%20%ED%94%8C%EB%A0%88%EC%9D%B8%20710mL&searchId=5bcf46ae610164&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvo3pp,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
maeil-bio-greek-drink-unsweetened-710,매일 바이오 그릭요거트 Drink 무가당 플레인 710mL,매일 바이오,yogurt,https://www.coupang.com/vp/products/8700623491?itemId=25312670392&vendorItemId=92307757040&pickType=COU_PICK&q=매일%20바이오%20그릭요거트%20Drink%20무가당%20플레인%20710mL&searchId=5bcf46ae610164&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvmmqv,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
