product_id,product_name,category,affiliate_url,source_file,used_pages,duplicate_count,is_affiliate,site,status,notes
takefit-monster-goso-350,테이크핏 테이크핏 몬스터 (고소한맛),drink,https://link.coupang.com/a/e8NKbDFBEy,app/data/drinkProductsData.json,/drinks | /product/takefit-monster-goso-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-monster-chocobanana-350,테이크핏 테이크핏 몬스터 (초코바나나),drink,https://link.coupang.com/a/e8NK1mDFds,app/data/drinkProductsData.json,/drinks | /product/takefit-monster-chocobanana-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-profit-peach-icedtea-330,셀렉스 프로핏 스포츠 (복숭아 아이스티),drink,https://link.coupang.com/a/e8NLSc9rEa,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-peach-icedtea-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
greenbia-proteinmeal-active-choco-250,그린비아 프로틴밀 액티브 (초콜릿),drink,https://link.coupang.com/a/e8NMGCWd0C,app/data/drinkProductsData.json,/drinks | /product/greenbia-proteinmeal-active-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
greenbia-proteinmeal-active-almond-walnut-250,그린비아 프로틴밀 액티브 (아몬드&호두),drink,https://link.coupang.com/a/e8NNfGEGCi,app/data/drinkProductsData.json,/drinks | /product/greenbia-proteinmeal-active-almond-walnut-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-protein-lactosefree-original-190,셀렉스 프로틴 락토프리 (오리지널),drink,https://link.coupang.com/a/e8NN7uc16q,app/data/drinkProductsData.json,/drinks | /product/sellex-protein-lactosefree-original-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-protein-dangsolve-corn-190,셀렉스 프로틴 당솔브 (초당옥수수맛),drink,https://link.coupang.com/a/e8NOEFh3JY,app/data/drinkProductsData.json,/drinks | /product/sellex-protein-dangsolve-corn-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-protein-dangsolve-fivegrain-190,셀렉스 프로틴 당솔브 (오곡맛),drink,https://link.coupang.com/a/e8NPj81xGS,app/data/drinkProductsData.json,/drinks | /product/sellex-protein-dangsolve-fivegrain-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-protein-lowsugar-190,셀렉스 프로틴 (로우슈거),drink,https://link.coupang.com/a/e8NPSHgelM,app/data/drinkProductsData.json,/drinks | /product/sellex-protein-lowsugar-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-banana-250,하이뮨 프로틴 밸런스 액티브 (바나나),drink,https://link.coupang.com/a/e8NQXQ2KFE,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-banana-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-protein-drink-banana-250,닥터유 프로 단백질 드링크 (바나나),drink,https://link.coupang.com/a/e8NRVkh6jI,app/data/drinkProductsData.json,/drinks | /product/dryou-protein-drink-banana-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
pasteur-easyprotein-lowsugar-choco-250,롯데웰푸드 이지프로틴 저당 (초콜릿),drink,https://link.coupang.com/a/e8NSF0vxf2,app/data/drinkProductsData.json,/drinks | /product/pasteur-easyprotein-lowsugar-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
solveandgo-protamin-savory-250,솔브앤고 프로타민 (고소한맛),drink,https://link.coupang.com/a/e8NTmX9Em4,app/data/drinkProductsData.json,/drinks | /product/solveandgo-protamin-savory-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
yonsei-severance-a2-protein-choco-190,연세유업 세브란스 A2 프로틴 (초콜릿),drink,https://link.coupang.com/a/e8NUiJPU7w,app/data/drinkProductsData.json,/drinks | /product/yonsei-severance-a2-protein-choco-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
yonsei-severance-a2-protein-coffee-190,연세유업 세브란스 A2 프로틴 (커피),drink,https://link.coupang.com/a/e8NUXLFF7c,app/data/drinkProductsData.json,/drinks | /product/yonsei-severance-a2-protein-coffee-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-protein-drink-strawberry-250,닥터유 프로 단백질 드링크 (딸기),drink,https://link.coupang.com/a/e8NV4bkXvM,app/data/drinkProductsData.json,/drinks | /product/dryou-protein-drink-strawberry-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-protein-40g-strawberry-350,닥터유 프로 단백질 드링크 40g (딸기),drink,https://link.coupang.com/a/e8NWXltLK8,app/data/drinkProductsData.json,/drinks | /product/dryou-protein-40g-strawberry-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-original-250,하이뮨 프로틴 밸런스 액티브 (오리지널),drink,https://link.coupang.com/a/e8NY4Oy9YW,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-original-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
seoulmilk-protein-energy-coffee-240,서울우유 프로틴 에너지 (커피),drink,,app/data/drinkProductsData.json,/drinks | /product/seoulmilk-protein-energy-coffee-240 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
solveandgo-protamin-choco-250,솔브앤고 프로타민 (초코맛),drink,https://link.coupang.com/a/e8NZWa76lg,app/data/drinkProductsData.json,/drinks | /product/solveandgo-protamin-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-lowsugar-190,하이뮨 프로틴 밸런스 (저당),drink,https://link.coupang.com/a/e8N09qfy5A,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-lowsugar-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-protein-40g-choco-350,닥터유 프로 단백질 드링크 40g (초콜릿),drink,https://link.coupang.com/a/e8N1PdSBm8,app/data/drinkProductsData.json,/drinks | /product/dryou-protein-40g-choco-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-cookie-cream-250,하이뮨 프로틴 밸런스 액티브 (쿠키앤크림),drink,https://link.coupang.com/a/e8N2oc3tTM,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-cookie-cream-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-latte-350,랩노쉬 프로틴 드링크 (라떼),drink,https://link.coupang.com/a/e8N22hmvMO,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-latte-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-melon-350,랩노쉬 프로틴 드링크 (메론),drink,https://www.coupang.com/vp/products/7977620460?itemId=22122632755&vendorItemId=90043603950&q=프로틴%20프로틴%20드링크%20(메론)&searchId=6e5e3ccf3398578&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybdfxa,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-melon-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,FALSE,UNKNOWN,STANDARD_COUPANG_SOURCE,Runtime converts a valid product URL to /api/out/coupang; affiliate attribution depends on deployed credentials and has no site identifier.
hymune-balance-active-strawberry-250,하이뮨 프로틴 밸런스 액티브 (딸기),drink,https://link.coupang.com/a/e8N6jH4Nrw,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-strawberry-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
seoulmilk-protein-energy-choco-240,서울우유 프로틴 에너지 (초콜릿),drink,https://link.coupang.com/a/e8N7MtZVUi,app/data/drinkProductsData.json,/drinks | /product/seoulmilk-protein-energy-choco-240 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-choco-190,하이뮨 프로틴 밸런스 (초콜릿),drink,https://link.coupang.com/a/e8N8qMKNWe,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-choco-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-cacao-350,랩노쉬 프로틴 드링크 (카카오),drink,https://link.coupang.com/a/e8N9r5TH4K,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-cacao-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-strawberry-350,랩노쉬 프로틴 드링크 (스트로베리),drink,https://www.coupang.com/vp/products/9425699091?itemId=28018418017&vendorItemId=94975681252,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-strawberry-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,FALSE,UNKNOWN,STANDARD_COUPANG_SOURCE,Runtime converts a valid product URL to /api/out/coupang; affiliate attribution depends on deployed credentials and has no site identifier.
calobye-perfect-powershake-strawberry-250,칼로바이 퍼펙트 파워쉐이크 (딸기맛),drink,https://link.coupang.com/a/e8ObH2oJwq,app/data/drinkProductsData.json,/drinks | /product/calobye-perfect-powershake-strawberry-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
yonsei-severance-a2-protein-original-190,연세유업 세브란스 A2 프로틴 (오리지널),drink,https://link.coupang.com/a/e8OcgrgETc,app/data/drinkProductsData.json,/drinks | /product/yonsei-severance-a2-protein-original-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-banana-350,랩노쉬 프로틴 드링크 (바나나),drink,https://link.coupang.com/a/e8OcVmEF6i,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-banana-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-cookie-cream-350,랩노쉬 프로틴 드링크 (쿠키앤크림),drink,https://link.coupang.com/a/e8OdrSzRSu,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-cookie-cream-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-perfect-grain-350,랩노쉬 프로틴 드링크 퍼펙트 (그레인),drink,https://link.coupang.com/a/e8OerXAKIu,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-perfect-grain-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-perfect-choco-350,랩노쉬 프로틴 드링크 퍼펙트 (초코),drink,https://link.coupang.com/a/e8Oe0kbS2K,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-perfect-choco-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
labnosh-protein-perfect-banana-350,랩노쉬 프로틴 드링크 퍼펙트 (바나나),drink,https://link.coupang.com/a/e8Ofu8wiqW,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-perfect-banana-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
calobye-perfect-powershake-choco-250,칼로바이 퍼펙트 파워쉐이크 (초코맛),drink,https://link.coupang.com/a/e8Of4ixslg,app/data/drinkProductsData.json,/drinks | /product/calobye-perfect-powershake-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hamsoa-minions-proteinact-choco-330,함소아제약 미니언즈 프로틴액트 (초콜릿),drink,https://link.coupang.com/a/e8OgPckiOc,app/data/drinkProductsData.json,/drinks | /product/hamsoa-minions-proteinact-choco-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-newprotein-original-190,마이밀 뉴프로틴 (오리지널),drink,https://link.coupang.com/a/e8Ohtei1ds,app/data/drinkProductsData.json,/drinks | /product/mymil-newprotein-original-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-newprotein-deepchoco-190,마이밀 뉴프로틴 (딥초코),drink,https://link.coupang.com/a/e8OhZGfWDc,app/data/drinkProductsData.json,/drinks | /product/mymil-newprotein-deepchoco-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-newprotein-goatmilk-190,마이밀 뉴프로틴 (산양유),drink,https://link.coupang.com/a/e8OiKnP2vk,app/data/drinkProductsData.json,/drinks | /product/mymil-newprotein-goatmilk-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-190,하이뮨 프로틴 밸런스 (오리지널),drink,https://link.coupang.com/a/e8Ojnox1Q4,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
pasteur-easyprotein-cereal-250,롯데웰푸드 이지프로틴 (시리얼),drink,https://link.coupang.com/a/e8OkgllzwW,app/data/drinkProductsData.json,/drinks | /product/pasteur-easyprotein-cereal-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-black-sesame-190,하이뮨 프로틴 밸런스 (흑임자),drink,https://link.coupang.com/a/e8OliFJOpM,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-black-sesame-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-protein-original-190,셀렉스 프로틴 (오리지널),drink,https://link.coupang.com/a/e8OlQ1O5cq,app/data/drinkProductsData.json,/drinks | /product/sellex-protein-original-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-plus-190,하이뮨 프로틴 밸런스 (플러스),drink,https://link.coupang.com/a/e8OmBEPL2G,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-plus-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-water-grapefruit-400,더단백 더단백 워터 프로틴 (백자몽),drink,https://link.coupang.com/a/e8Onj7R6FE,app/data/drinkProductsData.json,/drinks | /product/danbaek-water-grapefruit-400 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-newprotein-banana-190,마이밀 뉴프로틴 (바나나),drink,https://link.coupang.com/a/e8OnPfOtgq,app/data/drinkProductsData.json,/drinks | /product/mymil-newprotein-banana-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
oneuldanbaek-caramel-latte-250,오늘단백 오늘단백 (카라멜라떼),drink,,app/data/drinkProductsData.json,/drinks | /product/oneuldanbaek-caramel-latte-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
oneuldanbaek-dolce-latte-250,오늘단백 오늘단백 (돌체라떼),drink,,app/data/drinkProductsData.json,/drinks | /product/oneuldanbaek-dolce-latte-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
labnosh-protein-perfect-cookie-cream-350,랩노쉬 프로틴 드링크 퍼펙트 (쿠키앤크림),drink,https://link.coupang.com/a/e8OoVi1N9M,app/data/drinkProductsData.json,/drinks | /product/labnosh-protein-perfect-cookie-cream-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-extreme-450,테이크핏 테이크핏 익스트림,drink,https://link.coupang.com/a/e8OpALPsvA,app/data/drinkProductsData.json,/drinks | /product/takefit-extreme-450 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-proteinbar-pro-3nuts-crunch,닥터유 프로 단백질바 (3넛츠 크런치),bar,https://link.coupang.com/a/fg1IDrJsAu,app/data/barProductsData.json,/bars | /product/dryou-proteinbar-pro-3nuts-crunch | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-proteinbar-pro-choco-classic,닥터유 프로 단백질바 (초코 클래식),bar,https://link.coupang.com/a/fg1JsDzqWy,app/data/barProductsData.json,/bars | /product/dryou-proteinbar-pro-choco-classic | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-proteinbar-pro-crunch,닥터유 프로 단백질바 (크런치),bar,https://link.coupang.com/a/fg1Kf9RGzA,app/data/barProductsData.json,/bars | /product/dryou-proteinbar-pro-crunch | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
kirkland-proteinbar-choco-brownie,커클랜드 프로틴바 초콜릿 브라우니,bar,https://link.coupang.com/a/fg1Lfdn0z6,app/data/barProductsData.json,/bars | /product/kirkland-proteinbar-choco-brownie | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
kirkland-proteinbar-choco-chip-cookie-dough-60,커클랜드 프로틴바 초코칩 쿠키도우,bar,https://link.coupang.com/a/fg1LOeuvnM,app/data/barProductsData.json,/bars | /product/kirkland-proteinbar-choco-chip-cookie-dough-60 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-proteinbar-chunky-choco,베노프 단백질바 (청키초콜릿),bar,https://link.coupang.com/a/fg1Mvt8ki4,app/data/barProductsData.json,/bars | /product/benof-proteinbar-chunky-choco | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-proteinbar-truffle-peanutbutter-choco,베노프 단백질바 (트러플피넛버터초콜릿),bar,https://link.coupang.com/a/fg1M1Cq2VM,app/data/barProductsData.json,/bars | /product/benof-proteinbar-truffle-peanutbutter-choco | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-peanutbutter,베노프 소프트바 (피넛버터),bar,https://link.coupang.com/a/fg1OnW0gSa,app/data/barProductsData.json,/bars | /product/benof-softbar-peanutbutter | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-cookie-cream,베노프 소프트바 (쿠키앤크림),bar,https://link.coupang.com/a/fg1OWqXsOq,app/data/barProductsData.json,/bars | /product/benof-softbar-cookie-cream | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-chocolate-caramel,베노프 소프트바 (초콜릿카라멜),bar,https://link.coupang.com/a/fg1PrFQPq8,app/data/barProductsData.json,/bars | /product/benof-softbar-chocolate-caramel | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-cacao,베노프 소프트바 (카카오),bar,https://link.coupang.com/a/fg1P38dl24,app/data/barProductsData.json,/bars | /product/benof-softbar-cacao | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-black-sesame,베노프 소프트바 (흑임자),bar,https://link.coupang.com/a/fg1QWzVZDw,app/data/barProductsData.json,/bars | /product/benof-softbar-black-sesame | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
benof-softbar-injeolmi,베노프 소프트바 (인절미),bar,https://link.coupang.com/a/fg1RwhLmqO,app/data/barProductsData.json,/bars | /product/benof-softbar-injeolmi | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
